"Jose Altuve_Hou","Nelson Cruz_Sea","Robinson Cano_Sea","Jean Segura_Sea","Carlos Correa_Hou","Paul Goldschmidt_Ari","Kyle Seager_Sea","George Springer_Hou","Lorenzo Cain_KC","Eric Hosmer_KC","Khris Davis_Oak","Hunter Pence_SF","Rajai Davis_Oak","Alex Gordon_KC","Alex Bregman_Hou","Buster Posey_SF","Brandon Belt_SF","Eduardo Nunez_SF","Brandon Moss_KC","Jorge Soler_KC","Evan Gattis_Hou","Mitch Haniger_Sea","Denard Span_SF","AJ Pollock_Ari","Whit Merrifield_KC","Trevor Plouffe_Oak","Peter O'Brien_KC","Carlos Beltran_Hou","Joe Panik_SF","Jake Lamb_Ari","Salvador Perez_KC","Ryon Healy_Oak","Marcus Semien_Oak","Danny Valencia_Sea","Brandon Crawford_SF","Yasmany Tomas_Ari","Cheslor Cuthbert_KC","Alcides Escobar_KC","Taylor Motter_Sea","Josh Reddick_Hou","Leonys Martin_Sea","David Peralta_Ari","Stephen Vogt_Oak","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Brian McCann_Hou","Norichika Aoki_Hou","Yuli Gurriel_Hou","Jarrod Dyson_Sea","Derek Fisher_Hou","Brandon Drury_Ari","Chris Owings_Ari","Jarrett Parker_SF","Josh Phegley_Oak","Mark Canha_Oak","Mike Zunino_Sea","Ben Gamel_Sea","Nick Hundley_SF","Yonder Alonso_Oak","Ryan O'Hearn_KC","Jeremy Hazelbaker_Ari","Mac Williamson_SF","Jed Lowrie_Oak","Terrance Gore_KC","Marwin Gonzalez_Hou","Guillermo Heredia_Sea","Chris Herrmann_Ari","Kelby Tomlinson_SF","Christian Colon_KC","Jake Smolinski_Oak","Shawn O'Malley_Sea","Socrates Brito_Ari","Carlos Ruiz_Sea","Gorkys Hernandez_SF","Raul Mondesi_KC","Matt Joyce_Oak","Jake Marisnick_Hou","Aaron Hill_SF","Conor Gillaspie_SF","Adam Rosales_Oak","Chris Iannetta_Ari","Chris Marrero_SF","Daniel Descalso_Ari","Drew Butera_KC","Nick Ahmed_Ari","Jeff Mathis_Ari"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-30.6666666666667,0,94.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,91,46.9166666666667,0,0,0,0,0,0,0,0,0,-26.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4166666666667,0,0,0,118.25,0,0,0,0,0,0,0,0,0,0,0,0,-52.3333333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-5.33333333333333,0,0,28.1666666666667,0,0,0,0,0,0,-10.5,0,0,0,0,0,0,0,0,0,0,0,0,-21.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3333333333333,0,0,0,0,0,0,0,0,0,0,0,-22.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-46.6666666666667,-43.3333333333333,16.6666666666667,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,93.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.333333333333,0,0,0,0,0,0,0,20,0,0,0,0
0,0,0,0,0,0,0,0,6.5,19.5,0,0,0,71.5,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,65,0,0,0,0,0,-45.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,47,0,-53.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-7.5,0,0,0,0,0,-49.3333333333333,-25.3333333333333,0,0,0,0,0,0,0,0,0,14.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,-52.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,-32.5,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,9.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.5,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,-7.5,0,0,0,0,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,-5,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
0,0,0,0,0,-34.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,-68.5833333333333,0,0,0,0,0,-26.6666666666667,0,0,0,0,0,-32.25,0,0,0,0,0,0,0,0,0,-47,14.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9166666666667
